FOODID;FOODNAME;LANG
11564;KYCKLING, BRÖSTSCHNITZEL, MED SKINN;SV
11565;KYCKLING, BRÖSTFILÉ, UTAN SKINN, STRIMLOR, SCHNITZEL;SV
11571;FÄRSKOST, 11 % FETT, NATURELL;SV
11580;NÖTMELLANMÅL, SÖTT, STÅNG/KAKA;SV
11587;BÄRDRYCK, NYPONDRYCK, PRO VIVA, HAVRE, PROBIOTIKA;SV
11589;PEPPARROT;SV
11680;POTATIS, SKALAD, STORKÖKSPRODUKT, SKYDDSGASFÖRP.;SV
11685;STEKOLJA, PALMOLJA 50 %, PALMKÄRNSOLJA 25 %, RYPSOLJA 25 %;SV
11687;RISDRYCK, NATURELL;SV
11689;SPARRIS, RÅ, RENSAD;SV
11690;MAJONNÄS, LÅG FETTHALT, 15 % FETT;SV
11691;ROM, MEDELVÄRDE, SALTAD;SV
11694;YOGHURT, SMAKSATT MED SYLT, 2 % FETT, LÅG LAKTOSHALT;SV
11695;RYPSOLJA, KALLPRESSAD;SV
11700;SOJAPROTEIN KONCENTRAT, 58 % PROTEIN;SV
11701;PALMKÄRNSOLJA;SV
11723;YOGHURT, SMAKSATT, 3 % FETT;SV
11725;FRUKT-/BÄRFIL FETT 2 %;SV
11726;FIL, FRUKT-/BÄRFIL, 1 % FETT, LÅG LAKTOSHALT;SV
11727;YOGHURT, SMAKSATT, 2,5 % FETT;SV
11734;SHIITAKESVAMP;SV
11735;OSTRONSKIVLING;SV
11736;YOGHURT, NATURELL, 1,5 % FETT;SV
11739;VEGETABILISK MATFETT 35 %, BECEL PRO-ACTIV;SV
28905;MJÖL, FULLKORNSVETEMJÖL;SV
28909;MAKARONER, RÅGMAKARONER;SV
28910;RIS, MÖRKT;SV
28913;POTATIS, VÄGD MED SKAL;SV
28915;MELON, NÄT-/CANTALUPONMELON, VÄGD MED SKAL;SV
28916;ÄPPLE, MEDELVÄRDE, VÄGD MED SKAL;SV
28917;PÄRON,  VÄGD MED SKAL;SV
28918;PLOMMON, MÖRK, VÄGD MED KÄRNA;SV
28919;PLOMMON, MÖRK, VÄGD MED KÄRNA, TORKAD;SV
28920;KÖRSBÄR, VÄGD MED KÄRNA;SV
28921;APRIKOS, MEDELVÄRDE, VÄGD MED KÄRNA;SV
28922;PERSIKA/NEKTARIN, MEDELVÄRDE, VÄGD MED KÄRNA;SV
28923;ANANAS, FÄRSK, VÄGD MED SKAL;SV
28924;APELSIN, VÄGD MED SKAL;SV
28925;CITRON, MEDELVÄRDE, VÄGD MED SKAL;SV
28926;GRAPE, MEDELVÄRDE, VÄGD MED SKAL;SV
28927;KORV, VEGETARISK KORV MED SOJA;SV
28928;VINBLAD, INLAGD I SALTLAG;SV
28929;KÖTTFÄRS, LAMMFÄRS, 14 % FETT;SV
28930;KÖTTFÄRS, KYCKLINGFÄRS;SV
28931;VATTENMELON, VÄGD MED SKAL;SV
28932;VINDRUVA, MEDELVÄRDE, VÄGD MED KÄRNOR, GRÖN/MÖRK;SV
28933;AVOKADO, VÄGD MED SKAL OCH KÄRNA;SV
28934;BANAN, VÄGD MED SKAL;SV
28935;MANDARIN, MEDELVÄRDE, VÄGD MED SKAL;SV
28936;FIKON, VÄGD MED STJÄLK, TORKAD;SV
28937;DADEL, TORKAD, VÄGD MED KÄRNA;SV
28938;OLIV, MEDELVÄRDE, UTAN KÄRNA, INLAGD I OLJA, GRÖN/SVART;SV
28939;KIWI, VÄGD MED SKAL;SV
28941;ÄPPLE, INHEMSK, MED SKAL;SV
28942;ÄPPLE, UTLÄNDSK, MED SKAL;SV
28944;HONUNGSMELON, VÄGD MED SKAL;SV
28945;KÖTTFÄRS, KALKONFÄRS, 5-6 % FETT;SV
28946;KÖTTFÄRS AV GRIS, 16 % FETT;SV
28947;BACON, FILÉ, FETT 18 G;SV
28962;MAJSKOLV, HEL;SV
28991;CAFE AU LAIT, OSÖTAD, HELMJÖLK;SV
28992;MJÖLK, HELMJÖLK, KOKT;SV
28993;CAFFE LATTE, OSÖTAD, HELMJÖLK;SV
29008;GRÖNSAKSBULJONGTÄRNING;SV
29009;HÖNSBULJONGTÄRNING, INNEHÅLLER VETE;SV
29010;FISKBULJONGTÄRNING;SV
29014;KOKOSMJÖLK;SV
29055;NUDEL, RISNUDEL;SV
29060;OST, SALLADOST, 12-15 % FETT, AV KOMJÖLK, I SALTLAG;SV
29064;MJÖLK, LÄTTMJÖLK, LAKTOSFRI, 1 UG VITAMIN D;SV
29065;MATLAGNINGSGRÄDDE, 15 % FETT;SV
29066;GRÄDDE, VISPGRÄDDE, 35 % FETT;SV
29070;ENERGIDRYCK, VITAMINERAD;SV
29089;YOGHURT, DRICKBAR, 0,1 % FETT;SV
29091;CAPPUCCINO, OSÖTAD, FETTFRI MJÖLK;SV
29128;FIL, NATURELL, FETTFRI;SV
29135;CIDER, TORR, 4,7 VOL-% ALKOHOL;SV
29150;SAFTDRYCK, LINGON, UTSPÄDD;SV
29155;KAKAOSMÖR;SV
29156;CHOKLAD, VIT CHOKLAD;SV
29159;MARGARIN 40 %, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
29160;ÄGG, VÄGT MED SKAL;SV
29207;STRÖMMING, FILÉ;SV
29208;COUSCOUS;SV
29210;MJÖLK, LÄTTMJÖLK, UTAN TILLSATT VITAMIN D, EKOLOGISK;SV
29211;MJÖLK, FETTFRI, UTAN TILLSATT VITAMIN D, EKOLOGISK;SV
29212;SURMJÖLK, EKOLOGISK, FETTFRI, UTAN TILLSATT VITAMIN D;SV
29215;SAFTDRYCK, VITAMIN C;SV
29217;PEPPARRISKA;SV
29228;OST, FETAOST, GETMJÖLK, I OLJA;SV
29237;KLI, RÅGKLI;SV
29239;OST, MOZZARELLA, 20 % FETT;SV
29409;MARGARIN 60 %, BECEL LAKTOSFRI;SV
29410;STENSOPP;SV
29412;MODERSMJÖLKSERSÄTTNING, PULVER, MEDELVÄRDE;SV
29413;MODERSMJÖLKSERSÄTTNING, DRICKFÄRDIG, MEDELVÄRDE;SV
29496;MAKARONI, GLUTENFRI;SV
29499;MJÖL, MJÖLBLANDNING, NATURLIGT GLUTENFRI, RIS-MAJS-POTATIS;SV
29501;TONIC VATTEN;SV
29685;JUICE, PLOMMONJUICE, SOCKERFRI;SV
29687;SÖTSAK, SALMIAK;SV
29819;GEFILUS SURMJÖLK, FETTFRI;SV
29822;MJÖL, MAJSMJÖL, GROVT, POLENTAMJÖL;SV
29823;MJÖL. MAJSMJÖL, FINMALET;SV
29975;MÅLTIDSERSÄTTNING, PROTEINDRYCKPULVER, HERBALIFE FORMULA 1, 35 % PROTEIN;SV
30051;HELXYLITOLPASTILL;SV
30104;TAPIOKA;SV
30187;MAJSSNACK, UTAN SALT;SV
30190;MJÖL, HAVREMJÖL;SV
30193;PASTA, VETE, RÅG OCH KORN;SV
30194;SPORTDRYCK, POWERADE, GATORADE;SV
30207;SOJADRYCK, KALCIUM;SV
30208;HAVREDRYCK, MJÖLKFRI, KALCIUM;SV
30209;HAVREDRYCK, MJÖLKFRI, KALCIUM OCH VITAMINER;SV
30210;HAVREDRYCK, MJÖLKFRI, OAT DRINK;SV
30211;HAVREPRODUKT, ALTERNATIV TILL GRÄDDE, 15 % FETT;SV
30212;RISDRYCK, KALCIUM;SV
30214;VATTENKASTANJ;SV
30221;RIS-HAVREBLANDNING;SV
30223;BATAT, SKALAD;SV
30224;LÄSKEDRYCK, COLADRYCK LIGHT, SYNTETISKT SÖTAD;SV
30265;KYCKLINGVINGE, MED SKINN;SV
30268;KYCKLINGVINGE, UTAN SKINN;SV
30271;KYCKLINGVINGE, MARINERAD, RÅ;SV
30273;PÅLÄGGSKORV, BALKAN/SKINKKORV, 16 % FETT;SV
30274;PÅLÄGGSKORV, BALKANKORV, 21,5 % FETT;SV
30275;PÅLÄGGSKORV, GOUTERKORV, 12 % FETT;SV
30278;MUJKA, INLAGD I TOMATSÅS;SV
30279;PÅLÄGGSKORV, LÖRDAGSKORV, LÄTT, 14,5 % FETT;SV
30281;KNACKKORV, OST;SV
30292;LÄNKKORV, INNEHÅLLER OST;SV
30295;PÅLÄGGSKORV, BALKANKORV/SKINKKORV, LÄTT, 9 % FETT;SV
30305;MEDVURST, LÄTT, 15 % FETT;SV
30306;MEDVURST;SV
30310;SMÄLTOST, 5 % FETT, FETTSNÅL;SV
30317;KNACKKORV, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30318;LÄNKKORV, MEDELVÄRDE;SV
30319;PÅLÄGGSKORV, JAKTKORV, 18 % FETT;SV
30321;GRILLKORV, LÄTT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30322;GRYNKORV, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30324;LÄNKKORV, LÄTT, MEDELVÄRDE;SV
30325;KNACKKORV, LÄTT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30369;RÅKORV, SYSKONKORV;SV
30370;GRILLKORV, OST, KÖTTIG;SV
30371;KORV, BLODKORV, SVARTKORV;SV
30372;LEVERKORV ELLER PASTEJ, MEDELVÄRDE;SV
30373;LEVERKORV ELLER PASTEJ, LÄTT, MEDELVÄRDE;SV
30374;GRILLKORV, OST;SV
30380;TE, ISTE;SV
30388;SAFTDRYCK, DELVIS SYNTETISKT SÖTAD;SV
30390;SAFTDRYCK, LÄTT, DELVIS SYNTETISKT SÖTAD;SV
30391;JUICE, PÄRONJUICE;SV
30392;SAFT, SAFTDRYCK;SV
30394;FRUKTSAFT, KONCENTRAT, MEDELVÄRDE;SV
30395;JUICE, TRANBÄR-LINGONJUICE;SV
30396;SAFTDRYCK, SOCKERFRI, SYNTETISKT SÖTAD;SV
30402;OST, HALVHÅRD OST, 5 % FETT;SV
30406;GRYNOST, 2-5 % FETT, LAKTOSFRI;SV
30423;MJÖLK, FETTFRI, LAKTOSFRI, 1 UG VITAMIN D;SV
30429;OST, VITMÖGELOST, 16 % FETT, CAMEMBERT/BRIE;SV
30430;CIDER, TORR, 5,5 VOL-% ALKOHOL;SV
30432;CIDERDRYCK, 0,7 VOL-% ALKOHOL;SV
30440;RISCHOKLAD;SV
30443;FÄRSKOST, 15 % FETT, SMAKSATT, CREME BONJOUR LIGHT;SV
30444;TOMAT, SOLTORKAD, I OLJA;SV
30449;FIL, NATURELLT, 1 % FETT, ETTANS FIL, LÅG LAKTOSHALT;SV
30450;FIL, FRUKT-/BÄRFIL, 2 % FETT, LÅG LAKTOSHALT;SV
30451;MINERALVATTEN, SÖTAD MED FRUKTOS;SV
30452;YOGHURTDRYCK, 0,1 % FETT, LÅG LAKTOSHALT;SV
30454;GRÄDDFIL, LÅG LAKTOSHALT, 6 % FETT;SV
30455;GRÄDDFIL, LÅG LAKTOSHALT, 3,5 % FETT;SV
30570;MALTODEXTRIN;SV
30572;GRILLKORV, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30573;GRILLKORV, KÖTTIG, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30574;SAFT, ÅNGAD SVARTVINBÄRSAFT, OUTSPÄDD, SOCKERFRI;SV
30575;SAFT, ÅNGAD SVARTVINBÄRSAFT, UTSPÄDD, SOCKERFRI;SV
30576;SAFT, GEFILUS, PROBIOTIKA, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30606;JUICE, VITAMIN C, VITAMIN D, PROBIOTIKA;SV
30607;SAFTDRYCK, FIBER;SV
30610;SMÖR, LÅG SALTHALT;SV
30616;MARGARIN 40 %, RAINBOW;SV
30617;VEGETABILISK MATFETT 70 %, KEIJU LAKTOSFRI, 20 UG VITAMIN D;SV
30619;MARGARIN 60 %, KEIJU NORMAL SALTAD, 20 UG VITAMIN D;SV
30629;MARGARIN 60 %, KULTARYPSI;SV
30631;MARGARIN 60 %, INDUSTRIELL, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
30633;FRUKTSAFT, KONCENTRAT, VITAMINERAD;SV
30636;CIDER, LÄTT, 4,7 VOL-% ALKOHOL;SV
30638;GIN LONG DRINK, LÄTT, 4,7 VOL-% ALKOHOL;SV
30641;ÄGG, OMEGA, UTAN SKAL;SV
30646;MATLAGNINGSGRÄDDE, 5 % FETT, LÅG LAKTOSHALT;SV
30665;MÅLTIDSERSÄTTNING, PROTEINRIK STÅNG, MEDELVÄRDE, CA 30 % PROTEIN;SV
30673;KVARG, SMAKSATT, 3,5 % FETT;SV
30792;KYCKLINGLÅR, UTAN SKINN;SV
30799;VANILJSÅS UTAN MJÖLK;SV
30800;GLASS PÅ VEGETABILISKT FETT, UTAN MJÖLK;SV
30801;PARMA SKINKA, 15 % FETT;SV
30914;FÄNKÅL;SV
30925;MAJONNÄS, 80 % FETT;SV
30926;MAJONNÄS, FETTFRI;SV
30968;PINJEFRÖ;SV
30991;LINFRÖN, HELA;SV
31139;PASTA, VETEGRODD;SV
31144;GRISKÖTT, STRIMLAT, MARINERAT, RÅTT;SV
31145;NÖTKÖTT, STRIMLAT, MARINERAT, RÅTT;SV
31160;MATSODA;SV
31174;PASTA, MÖRK, PROTEINRIK;SV
31175;QUINOA;SV
31211;PUMPAFRÖN;SV
31212;NÖT, PISTAGENÖT;SV
31213;BÖNOR, MUNGOBÖNOR, KOKTA MED SALT;SV
31214;BÖNOR, KIDNEYBÖNOR, KOKTA;SV
31216;BÖNOR, ADUKIBÖNOR, TORKADE;SV
31217;BÖNOR, ADUKIBÖNOR, KOKTA UTAN SALT;SV
31218;KIKÄRTER, TORKADE;SV
31219;LINSER, RÖDA, TORKADE;SV
31225;LINSER, RÖDA, KOKTA;SV
31226;SPELTMJÖL, SAMMALEN;SV
31228;GLASSPINNE PÅ VEGETABILISKT FETT, UTAN MJÖLK;SV
31229;GLASS, TOFUPARFAITPINNE, CHOKLADÖVERDRAG;SV
31231;SOJAPRODUKT, ALTERNATIV TILL GRÄDDE, 17,5 % FETT;SV
31233;BÖNOR, BONDBÖNOR, KOKTA MED SALT;SV
31237;AMARANT, FLINGOR;SV
31238;JOHANNESBRÖDPULVER, CAROBPULVER;SV
31246;SOJADRYCK, VITAMINERAD;SV
31247;SOJADRYCK UTAN TILLSATT SOCKER;SV
31248;SOJADRYCK, CHOKLAD, MED VITAMINER;SV
31249;TEMPEH;SV
31252;RISKAKA, RISKEX;SV
31253;MAJS-RISKAKA;SV
31254;CHOKLADRUSSIN;SV
31256;PASTA, FÄRSK PASTA, ÄGG;SV
31457;LINGONSYLT;SV
31459;ÄPPELSYLT;SV
31482;MAKARONI, PASTA, INNEHÅLLER ÄGG;SV
31487;MJÖLKPULVER, FETTFRITT, LÅG LAKTOSHALT, 5 UG VITAMIN D;SV
31488;MJÖLKPULVER, FETTFRITT, LAKTOSFRITT, 5 UG VITAMIN D;SV
31495;LINOLJA;SV
31496;MJÖLKPULVER, FETTFRITT, 5 UG TILLSATT VITAMIN D;SV
31497;MJÖLKPULVER, FETTFRITT, LÅG LAKTOSHALT;SV
31498;MJÖLKPULVER, FETTFRITT, LAKTOSFRITT;SV
31504;MATFETTSBLANDNING 70 %;SV
31505;MATFETTSBLANDNING 75 %, LAKTOSFRI;SV
31506;MATFETTSBLANDNING 40 %, LÅG LAKTOSHALT;SV
31508;MATFETTSBLANDNING 80 %, FLYTANDE, MEDELVÄRDE;SV
31511;YOGHURT, SMAKSATT, CA 4 % FETT, LAKTOSFRI;SV
31518;GLASS, YOGHURTGLASS, 9 % FETT;SV
31525;SOJAMELLANMÅL, ALPRO NATURAL, SYRAT, NATURELL, TILSATT VITAMIN OCH KALCIUM;SV
31530;SMÖR LAKTOSFRI;SV
31532;MJÖL, MJÖLBLANDNING, MÖRK, NATURLIGT GLUTENFRI;SV
31534;MJÖL, MJÖLBLANDNING GLUTENFRI, VETESTÄRKELSEPREPARAT, VITAMINERAD, MJÖLK;SV
31536;FISKPINNAR, LAX, OTILLREDDA;SV
31537;PASTA, FULLKORNSRIS, NATURLIGT GLUTENFRI;SV
31538;APRIKOSPURÉ, SOCKERFRI, VITAMIN C;SV
31539;BÄRPURÉ, SOCKERFRI, C-VITAMINERAD;SV
31544;MJÖL, MJÖLBLANDNING, LJUS, NATURLIGT GLUTENFRI;SV
31545;TOMATKETCHUP, MINDRE SALT OCH SOCKER, FELIX;SV
31550;MJÖL, MJÖLBLANDNING, LJUS, GLUTENFRI, VETESTÄRKELSEPREPARAT, MJÖLKPULVER;SV
31552;GUAVA;SV
31553;MJÖLK, LÄTTMJÖLK, LAKTOSFRI, UTAN TILLSATT VITAMIN D, EKOLOGISK;SV
31555;GRANATÄPPLE, SKALAT;SV
31557;CHILI, GRÖN, FÄRSK;SV
31675;PASTA, SPAGHETTI, MAKARONI, NATURLIGT GLUTENFRI;SV
31677;PASTA, SPAGHETTI, NATURLIGT GLUTENFRI, INNEHÅLLER ÄGG;SV
31679;PASTA, FIBERRIK, NATURLIGT GLUTENFRI;SV
31681;PSYLLIUM FRÖSKAL;SV
31683;MJÖL, GLUTENFRI MJÖLBLANDNING AV VETESTÄRKELSE, VITAMINERAD;SV
31692;MJÖL, SKORPMJÖL, NATURLIGT GLUTENFRITT;SV
31888;MJÖLK, FETTFRI, 2 UG VITAMIN D, VALIO PLUS;SV
31891;MJÖLK, HELMJÖLK, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
31894;MJÖLK, KAFFEMJÖLK 2 % FETT, LAKTOSFRI, 1 UG VITAMIN D;SV
31900;SURMJÖLK, FETTFRI, LAKTOSFRI, 1 UG VITAMIN D;SV
31956;KVARG, SMAKSATT, FETTFRI, SYNTETISKT SÖTAD;SV
31959;MATLAGNINGSGRÄDDE, SMAKSATT MED OST, 10 % FETT, LÅG LAKTOSHALT;SV
31966;GRÄDDE, 26% FETT, VEGETABILISK FETTBLANDNING, FLORA KUOHU;SV
31968;GLASS, GRÄDDGLASS, LAKTOSFRI;SV
31969;GLASS, GRÄDDGLASS, LÅG LAKTOSHALT;SV
31970;GLASS, GRÄDDGLASS MED KEX, PUFFET;SV
31971;GLASS, LÄTT, 4,5 % FETT;SV
31972;GLASS, GRÄDDGLASS, SMAKSATT, CARTE D'OR STRACCIATELLA;SV
31990;GLASS, GRÄDDGLASS, SMAKSATT, CARTE D'OR MASCARPONE;SV
31991;SORBET, HALLONSORBET, INDUSTRIELL;SV
31994;GLASS, TOFU GLASSTRUT, GLUTENFRI;SV
31996;GLASS, RISGLASS;SV
31997;GLASS, YOGHURTGLASS, 4 % FETT;SV
32000;GLASS, GRÄDDGLASS MED KOLA- OCH CHOKLADGLASYR;SV
32001;GLASS, GRÄDDGLASS, SMAKSATT, KOLA, AINO KERMAINEN KARAMELLI;SV
32002;KVARG, SMAKSATT, 2,9 % FETT;SV
32004;SOJAPRODUKT,  ALTERNATIV TILL GRÄDDE, LÄTT, 5,2 % FETT;SV
32005;HAVREPRODUKT, ALTERNATIV TILL GRÄDDE, LÄTT, 7 % FETT;SV
32006;RISPRODUKT, ALTERNATIV TILL GRÄDDE, VEGETABILISK FETTBLANDNING, 7 % FETT;SV
32007;RISDRYCK, KALCIUM OCH VITAMIN D;SV
32008;SOJADRYCK, ALPRO, LÄTT, KALCIUM OCH VITAMINER;SV
32010;GLASS, GRÄDDGLASS MED KEX OCH CHOKLAD;SV
32084;YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, 0,5 UG VITAMIN D;SV
32085;YOGHURT, SMAKSATT, 2 % FETT, LÅG LAKTOSHALT, A+, 1 UG VITAMIN D;SV
32088;YOGHURT, NATURELL, BULGARIAN, 3,5 % FETT, 1 UG VITAMIN D;SV
32101;MAJONNÄS, GURKMAJONNÄS, HAMBURGAREDRESSING, HESBURGER;SV
32136;YOGHURT, NATURELL, ACTIVIA, 3,4 % FETT, PROBIOTIKA;SV
32153;BEARNAISESÅS, SÅSPULVER, KNORR;SV
32163;BEARNAISESÅS, SÅSPULVER, CAMPBELL'S/BLÅ BAND;SV
32172;SOJAMELLANMÅL, ALPRO, SYRAD, SMAKSATT, 2 % FETT, KALCIUM, VITAMINERAD;SV
32175;HOLLANDAISE SÅS, SÅSPULVER, CAMPBELL'S/BLÅ BAND;SV
32177;SALLADSDRESSING MED RYPSOLJA, THOUSAND ISLAND, LÄTT, FELIX, 15 % FETT;SV
32178;SALLADSDRESSING MED RYPSOLJA, FRANSK, SAARIOINEN, 47 % FETT;SV
32179;SALLADSDRESSING MED RYPSOLJA, LÄTT, SAARIOINEN, 23 % FETT;SV
32182;BLÅBÄR, TORKAD, BLÅBÄRSPULVER;SV
32189;FIL, FRUKT-/BÄRFIL, 2 % FETT, 1 UG VITAMIN D;SV
32191;KNACKKORV AV BROILER, 15 % FETT;SV
32197;KNACKKORV AV KALKON, LÄTT, ATRIA;SV
32198;PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2,2 % FETT;SV
32201;YOGHURT, TURKISK/GREKISK, 10 % FETT;SV
32257;PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2 % FETT;SV
32301;MARGARIN 60 %, FLORA NORMALSALTAD;SV
32308;MARGARIN 60 %, FLORA LAKTOSFRI;SV
32341;MARGARIN 60 %, KRAFTIGT SALTAD, FLORA;SV
32343;VEGETABILISK MATFETT 38 %, BECEL LÄTT;SV
32344;VEGETABILISK OLJEPRODUKT 82 %, FLYTANDE, FLORA CULINESSE;SV
32348;VEGETABILISK OLJEPRODUKT 82 %, FLYTANDE, BECEL;SV
32350;VEGETABILISK MATFETT 38%, BECEL LÄTT OLIV;SV
32354;VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, KEIJU RYPSI;SV
32357;MUNKSTEKNINGSFETT 100 %, SUNNUNTAI;SV
32360;MATFETT 60 % FETT, BENECOL LAKTOSFRI;SV
32367;MUKSU SOJADRYCK, 1-3 ÅR, FÖR BARN I LEKÅLDERN;SV
32381;BOLOGNESESÅS, SÅSPULVER, KNORR;SV
32385;GRYNOST, 1,5 % FETT;SV
32403;DIPMIX, SÅSPULVER, INNEHÅLLER MJÖLK;SV
32404;DIPMIX , SÅSPULVER, MJÖLKFRI;SV
32407;MEDVURST, ULTRALÄTT 9 % FETT;SV
32409;PANERAD SKINKA, 3 % FETT;SV
32416;BÄRDRYCK, PROVIVA, MEDELVÄRDE, PROBIOTIKA;SV
32417;FRUKTDRYCK, MANGO, PROVIVA, PROBIOTIKA;SV
32418;HAVREPREPARAT, SYRAT, SMAKSATT, YOSA, MEDELVÄRDE, PROBIOTIKA;SV
32431;VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, RYPSOLJA, SUNNUNTAI;SV
32449;MELLANMÅLSSTÅNG, YOGHURT, MYSLI;SV
32450;MELLANMÅLSSTÅNG, FULLKORN, MYSLI;SV
32451;MELLANMÅLSSTÅNG, BÄR, MYSLI;SV
32452;MELLANMÅLSSTÅNG, FRUKT, MYSLI;SV
32455;BLODGRAPEFRUKT, SKALAD;SV
32456;KRONÄRTSKOCKA;SV
32464;NÖTT, PARANÖT;SV
32480;SALLADSDRESSING MED RYPSOLJA, KARTANON, SAARIOINEN, 39 % FETT;SV
32482;SALLADSDRESSING MED RYPSOLJA, TALON-, FELIX, 20 % FETT;SV
32483;SALLADSDRESSING MED RYPSOLJA, GREKISK, FELIX, 25 % FETT;SV
32485;SALLADSDRESSING MED RYPSOLJA, HONUNG-SENAP, FELIX, 36 % FETT;SV
32502;SÖTSAK, DUMLE, FAZER, KOLA MED CHOKLADÖVERDRAG;SV
32503;SÖTSAK, KARAMELL, MJÖLKCHOKLADDRAGÉ, M&M'S/AMERIKAN PASTILLI;SV
32509;CHOKLAD, CHOKLADBIT, INNEHÅLLER KEX OCH KOLA, TWIX;SV
32540;GLÖGG, ALKOHOLFRI;SV
32553;VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
32562;HAVREPREPARAT, SYRAT, YOSA NATURELL, PROBIOTIKA;SV
32568;MATFETTSBLANDNING 75 %, 10 UG VITAMIN D;SV
32570;FYRKORNSFLINGOR, RIIHIKOSKEN VEHNÄMYLLY;SV
32598;YOGHURT, NATURELL, FETTFRI;SV
32600;YOGHURT, DRICKBAR, DANONINO DINO, 1,6 % FETT, 0,9 UG VITAMIN D;SV
32602;GRILLKORV, CHORIZO, SAARIOINEN;SV
32619;MÅLTIDSERSÄTTNING, DRYCK, SHAKE, NATURDIET;SV
32622;MÅLTIDSERSÄTTNING, DRYCK, SMOOTHIE, NATURDIET;SV
32623;MÅLTIDSERSÄTTNING, DRYCKPULVER, NATURDIET;SV
32625;MÅLTIDSERSÄTTNING, CHOKLADSTÅNG, NATURDIET;SV
32626;MÅLTIDSERSÄTTNING, KARAMELLSTÅNG, NATURDIET;SV
32628;MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, EASY DIET;SV
32630;MÅLTIDSERSÄTTNING, SOPPULVER, SPARRIS/FISK/HÖNA/SVAMP, EASY DIET;SV
32632;MÅLTIDSERSÄTTNING, SOPPULVER, TOMAT/TEXMEX/THAI, EASY DIET;SV
32636;MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, NUTRIFAST;SV
32638;MÅLTIDSERSÄTTNING, MILKSHAKE, DRYCKPULVER, ALLEVO;SV
32640;MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, ALLEVO;SV
32642;MÅLTIDSERSÄTTNING, SOPPULVER, POTATIS/PURJOLÖK, ALLEVO;SV
32644;MÅLTIDSERSÄTTNING, SOPPULVER, BROCCOLI/BASILIKA/COUSCOUS, ALLEVO;SV
32646;MÅLTIDSERSÄTTNING, DRYCK, LOW CALORIE, ALLEVO;SV
32648;MÅLTIDSERSÄTTNING, SOPPULVER, NUTRILETT;SV
32650;MÅLTIDSERSÄTTNING, DRYCK, HUNGER CONTROL, NUTRILETT;SV
32651;MÅLTIDSERSÄTTNING, SHAKE, DRYCKPULVER, NUTRILETT;SV
32653;MÅLTIDSERSÄTTNING, HOT AND COLD MOCCA, DRYCKPULVER, NUTRILETT;SV
32656;MÅLTIDSERSÄTTNING, STÅNG, LOW CALORIE, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
32657;MÅLTIDSERSÄTTNING, SOPPULVER, MEDELVÄRDE;SV
32659;MÅLTIDSERSÄTTNING, MILKSHAKE, DRYCKPULVER, MEDELVÄRDE;SV
32661;MÅLTIDSERSÄTTNING, SMOOTHIE, DRYCKPULVER, MEDELVÄRDE;SV
32664;MATFETTSBLANDNING 75 %, NORMALSALTAD, LÅG LAKTOSHALT, OIVARIINI;SV
32666;MATFETTSBLANDNING 75 %, KRAFTIGT SALTAD, LÅG LAKTOSHALT, OIVARIINI;SV
32667;MÅLTIDSERSÄTTNING, PROTEINDRYCK, PULVER, GNLD, 49 % PROTEIN;SV
32669;MATFETTSBLANDNING 60 %, LÄTTARE, LÅG LAKTOSHALT, OIVARIINI;SV
32670;MATFETTSBLANDNING 75 %, LAKTOSFRI, OIVARIINI;SV
32672;MATFETTSBLANDNING 82 %, HAVSSALT, LÅG LAKTOSHALT, INGMARIINI;SV
32673;MATFETTSBLANDNING 75 %, NORMALSALTAD, LÅG LAKTOSHALT, INGMARIINI;SV
32675;MÅLTIDSERSÄTTNING, PROTEINDRYCKPULVER, NUTRISHAKE, GNLD, 55 % PROTEIN;SV
32676;MATFETTSBLANDNING 57 %, LÄTTARE, LÅG LAKTOSHALT, INGMARIINI;SV
32678;SOJAPREPARAT, FEMISOYA;SV
32679;SOJAPREPARAT, FEMISOYA PLUS;SV
32680;SOJAPREPARAT, BERRYSOYA;SV
32694;KÖTTFÄRS, GRIS-NÖT, LÄTT, LÅG FETTHALT, 7 % FETT;SV
