FOODID;FOODNAME;LANG
28926;GRAPEFRUIT, AVERAGE, WITH SKIN;EN
28927;VEGETARIAN SAUSAGE, CONTAINS SOYA;EN
28928;GRAPE LEAVES, CANNED;EN
28929;LAMB MINCE, 14% FAT;EN
28930;CHICKEN MINCE;EN
28931;WATERMELON, WITH SKIN;EN
28932;GRAPE, AVERAGE, GREEN OR RED;EN
28933;AVOCADO  WITH SKIN AND STONE;EN
28934;BANANA, WITH SKIN;EN
28935;MANDARIN, AVERAGE, WITH SKIN;EN
28936;FIG, DRIED, WITH STEM;EN
28937;DATE, DRIED, WITH STONE;EN
28938;OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK;EN
28939;KIWI FRUIT, WITH SKIN;EN
28941;APPLE, DOMESTIC, WITH SKIN;EN
28942;APPLE, IMPORTED, WITH SKIN;EN
28944;HONEYDEW MELON WITH SKIN;EN
28945;TURKEY MINCE, FAT 5-6%;EN
28946;PORK MINCE, FAT 16 %;EN
28947;BACON, FILLET, 18% FAT;EN
28962;SWEET CORN, CORN ON THE COB;EN
28991;CAFE AU LAIT, UNSWEETENED, WHOLE MILK;EN
28992;MILK, WHOLE MILK, 3.5% FAT, BOILED;EN
28993;CAFE LATTE, UNSWEETENED, WHOLE MILK;EN
29008;VEGETABLE BOUILLON CUBE;EN
29009;CHICKEN BOUILLON CUBE, CONTAINS WHEAT;EN
29010;FISH STOCK CUBE;EN
29014;COCONUT MILK;EN
29055;NOODLE, RICE NOODLE;EN
29060;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, FAT 12-15%;EN
29064;MILK, 1.5% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;EN
29065;COOKING CREAM, 15% FAT;EN
29066;WHIPPING CREAM, 35% FAT;EN
29070;ENERGY DRINK WITH ADDED VITAMINS;EN
29089;YOGHURT, DRINKABLE, FLAVOURED, FAT 0.1 G;EN
29091;CAPPUCCINO, UNSWEETENED, FAT-FREE MILK;EN
29128;CURD MILK, PLAIN, FAT-FREE;EN
29135;CIDER, DRY 4.7% VOLUME;EN
29150;JUICE DRINK, LINGONBERRY, DILUTED, CONTAINS SUGAR;EN
29155;COCOA BUTTER;EN
29156;CHOCOLATE, WHITE CHOCOLATE;EN
29159;MARGARINE 40%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
29160;EGG, WHOLE, WITH SHELL;EN
29207;BALTIC HERRING, FILLET;EN
29208;COUSCOUS;EN
29210;MILK, 1.5% FAT, WITHOUT ADDED VITAMIN D, ORGANIC;EN
29211;MILK, 0% FAT, WITHOUT ADDED VITAMIN D, ORGANIC;EN
29212;SOUR MILK, FAT-FREE, ORGANIC, WITHOUT ADDED VITAMIN D;EN
29215;JUICE DRINK, FRUIT, BERRY, ADDED VITAMIN C, CONTAINS SUGAR;EN
29217;RUFOUS MILKCAP;EN
29228;CHEESE, FETA CHEESE IN OIL, GOAT MILK;EN
29237;RYE BRAN;EN
29239;CHEESE, MOZZARELLA CHEESE, 20% FAT;EN
29409;MARGARINE 60%, BECEL, LACTOSE-FREE;EN
29410;PORCINI;EN
29412;INFANT FORMULA, POWDER, AVERAGE;EN
29413;INFANT FORMULA, READY-TO-FEED, AVERAGE;EN
29496;MACARONI, GLUTEN-FREE;EN
29499;FLOUR MIXTURE, NATURALLY GLUTEN-FREE, RICE, CORN, POTATO;EN
29501;TONIC WATER;EN
29685;PLUM JUICE, UNSWEETENED;EN
29687;SALTY LIQOURICE;EN
29819;SOURED MILK GEFILUS, SKIMMED 0.1 FAT;EN
29822;FLOUR, CORN MEAL, COARSELY GROUND;EN
29823;FLOUR, CORN MEAL, FINELY GROUND;EN
29975;MEAL REPLACEMENT, PROTEIN DRINK POWDER, HERBALIFE FORMULA 1, 35% PROTEIN;EN
30051;FULL- XYLITOL PASTILLE;EN
30104;TAPIOCA;EN
30187;CORN SNACK, PUFFED, CORN PUFFS WITHOUT ADDED SALT;EN
30190;FLOUR, OAT FLOUR;EN
30193;PASTA, MULTIGRAIN, WHEAT, RYE AND BARLEY;EN
30194;SPORT BEVERAGE, CARBOHYDRATE DRINK, POWERADE, GATORADE;EN
30207;SOYA DRINK,  CALCIUM;EN
30208;OAT DRINK WITHOUT MILK, WITH ADDED CALCIUM;EN
30209;OAT DRINK WITHOUT MILK, WITH ADDED CALCIUM AND VITAMINS;EN
30210;OAT DRINK WITHOUT MILK;EN
30211;OAT PRODUCT, NON-DAIRY CREAM SUBSTITUTE, 15% FAT;EN
30212;RICE DRINK, CALCIUM;EN
30214;WATER CHESTNUT;EN
30221;RICE AND OAT MIX;EN
30223;SWEET POTATO, WITHOUT SKIN;EN
30224;SOFT DRINK, COLA, LIGHT, ARTIFICIALLY SWEETENED;EN
30265;CHICKEN WING WITH SKIN;EN
30268;CHICKEN WING WITHOUT SKIN;EN
30271;CHICKEN WING, MARINATED, RAW;EN
30273;SLICING SAUSAGE, BALKAN/HAM SAUSAGE, 16% FAT;EN
30274;SLICING SAUSAGE, BALKAN, 21.5% FAT;EN
30275;SLICING SAUSAGE, GOUTER, 12% FAT;EN
30278;VENDACE, CANNED IN TOMATO SAUCE;EN
30279;SLICING SAUSAGE, LAUANTAI, LIGHT, 14.5% FAT;EN
30281;FRANKFURTER, CONTAINS CHEESE;EN
30292;SAUSAGE, RING BOLOGNA, CONTAINS CHEESE;EN
30295;SLICING SAUSAGE, BALKAN/HAM SAUSAGE, LIGHT, 9% FAT;EN
30305;SALAMI, LIGHT, 15% FAT;EN
30306;SALAMI;EN
30310;PROCESSED CHEESE, 5% FAT, LOW-FAT;EN
30317;FRANKFURTER, AVERAGE OF INDUSTRIAL PRODUCTS;EN
30318;SAUSAGE, RING BOLOGNA, AVERAGE;EN
30319;SLICING SAUSAGE, JAHTI, 18% FAT;EN
30321;BARBEQUE SAUSAGE, LIGHT, AVERAGE;EN
30322;GROAT SAUSAGE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
30324;SAUSAGE, RING BOLOGNA, LIGHT, AVERAGE;EN
30325;FRANKFURTER, LIGHT, AVERAGE OF INDUSTRIAL PRODUCTS;EN
30369;SAUSAGE, FRESH SAUSAGE, SISKONMAKKARA;EN
30370;BARBEQUE SAUSAGE, MEATY, CHEESE;EN
30371;BLOOD SAUSAGE, BLACK SAUSAGE;EN
30372;LIVER SAUSAGE, LIVER PATE, AVERAGE;EN
30373;LIVER SAUSAGE, LIVER PATE, LIGHT, AVERAGE;EN
30374;BARBEQUE SAUSAGE, CHEESE;EN
30380;TEA, ICE TEA;EN
30388;JUICE DRINK, FRUIT, BERRY, PARTIALLY ARTIFICIALLY SWEETENED;EN
30390;JUICE DRINK, FRUIT, BERRY, LIGHT, PARTIALLY ARTIFICIALLY SWEETENED;EN
30391;PEAR JUICE, UNSWEETENED;EN
30392;JUICE DRINK, FRUIT, BERRY, AVERAGE, CONTAINS SUGAR;EN
30394;FRUIT JUICE, CONCENTRATED, AVERAGE, CONTAINS SUGAR;EN
30395;CRANBERRY-LINGONBERRYJUICE, UNSWEETENED;EN
30396;JUICE DRINK, SUGAR-FREE, ARTIFICIALLY SWEETENED;EN
30402;CHEESE, SEMI-HARD CHEESE, 5% FAT;EN
30406;COTTAGE CHEESE, 2-5% FAT, LACTOSE-FREE;EN
30423;MILK, 0% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;EN
30429;CHEESE, WHITE MOULD CHEESE, CAMEMBERT/BRIE, 16% FAT;EN
30430;CIDER, DRY, 5.5% VOLUME;EN
30432;CIDER, 0.7% VOLUME;EN
30440;RICE CHOCOLATE;EN
30443;CREAM CHEESE, LOW-FAT, 15% FAT, FLAVOURED, CREME BONJOUR LIGHT;EN
30444;TOMATO, SUN-DRIED, IN OIL;EN
30449;CURD MILK, PLAIN, 1% FAT, LOW-LACTOSE;EN
30450;CURD MILK, FLAVOURED, 2% FAT, LOW-LACTOSE;EN
30451;MINERAL WATER, SWEETENED WITH FRUCTOSE;EN
30452;YOGHURT, DRINKABLE, FLAVOURED, FAT 0.1%, LOW-LACTOSE;EN
30454;SOUR CREAM, 6% FAT, LOW-LACTOSE;EN
30455;SOUR CREAM, 3.5% FAT, LOW-LACTOSE;EN
30570;MALTODEXTRIN;EN
30572;BARBEQUE SAUSAGE, AVERAGE;EN
30573;BARBEQUE SAUSAGE, MEATY, AVERAGE;EN
30574;BLACKCURRANT JUICE, UNSWEETENED, UNDILUTED, HOME-MADE;EN
30575;BLACKCURRANT JUICE, UNSWEETENED, DILUTED, HOME-MADE;EN
30576;JUICE DRINK, GEFILUS, PROBIOTICS, AVERAGE OF INDUSTRIAL PRODUCTS;EN
30606;JUICE, UNSWEETENED, VITAMIN C, VITAMIN D, PROBIOTICS;EN
30607;JUICE DRINK, FRUIT, BERRY, FIBRE, CONTAINS SUGAR;EN
30610;BUTTER, LOW-SODIUM;EN
30616;MARGARINE 40%, RAINBOW;EN
30617;VEGETABLE FAT SPREAD 70%, KEIJU LACTOSE FREE, 20 UG VITAMIN D;EN
30619;MARGARINE 60%, KEIJU NORMALLY SALTED, 20 UG VITAMIN D;EN
30629;MARGARINE 60%, KULTARYPSI;EN
30631;MARGARINE 60%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
30633;FRUIT JUICE, CONCENTRATED, WITH ADDED VITAMINS, CONTAINS SUGAR;EN
30636;CIDER, LIGHT, 4.7% VOLUME;EN
30638;GIN AND GRAPEFRUIT DRINK, LIGHT, 4.7% VOLUME;EN
30641;EGG, OMEGA, WITHOUT SHELL;EN
30646;COOKING CREAM, 5% FAT, LOW-LACTOSE;EN
30665;MEAL REPLACEMENT, PROTEIN BAR, AVERAGE, C. 30% PROTEIN;EN
30673;QUARK, FLAVOURED, 3.5% FAT;EN
30792;CHICKEN LEG AND THIGH WITHOUT SKIN;EN
30799;VANILLA SAUCE WITHOUT MILK;EN
30800;ICE CREAM, VEGETABLE FAT, WITHOUT MILK;EN
30801;PARMA HAM, 15% FAT;EN
30914;FLORENCE FENNEL;EN
30925;MAYONNAISE, 80% FAT;EN
30926;MAYONNAISE, FAT-FREE;EN
30968;PINE NUT, PINE KERNEL;EN
30991;LINSEED, WHOLE;EN
31139;PASTA, WHEAT GERM PASTA;EN
31144;PORK STRIPS, MARINATED;EN
31145;BEEF STRIPS, MARINATED;EN
31160;BAKING SODA, BICARBONATE OF SODA;EN
31174;PASTA, DARK HIGH PROTEIN PASTA;EN
31175;QUINOA;EN
31211;PUMPKIN SEED;EN
31212;NUT, PISTACHIO NUT;EN
31213;BEAN, MUNG BEAN, BOILED, WITH SALT;EN
31214;BEAN, KIDNEY BEAN, BOILED;EN
31216;BEAN, ADZUKI BEAN, DRIED;EN
31217;BEAN, ADZUKI BEAN, BOILED WITHOUT SALT;EN
31218;CHICK PEA, DRIED;EN
31219;LENTILS, RED, DRIED;EN
31225;LENTILS, RED, COOKED;EN
31226;SPELT FLOUR, WHOLE MEAL;EN
31228;ICE CREAM PIN, VEGETABLE FAT, WITHOUT MILK;EN
31229;SOY MILK FROZEN DESSERT, ICE CREAM BAR, CHOCOLATE COATED;EN
31231;SOYA PRODUCT, NON-DAIRY CREAM SUBSTITUTE, 17.5% FAT;EN
31233;BEAN, BROAD BEAN, FAVA BEAN, BOILED WITH SALT;EN
31237;AMARANTH FLAKES;EN
31238;ST. JOHN'S BREAD POWDER, CAROB POWDER;EN
31246;SOYA DRINK, VITAMINS;EN
31247;SOYA DRINK, PLAIN;EN
31248;SOYA DRINK, CHOCOLATE, VITAMINS;EN
31249;TEMPEH;EN
31252;RICE CAKE;EN
31253;RICE CAKE WITH CORN;EN
31254;CHOCOLATE RAISIN;EN
31256;FRESH PASTA, CONTAINS EGG;EN
31457;LINGONBERRY JAM;EN
31459;APPLE JAM;EN
31482;MACARONI, PASTA, CONTAINS EGG;EN
31487;MILK POWDER, FAT-FREE MILK, LOW-LACTOSE, 5 UG ADDED VITAMIN D;EN
31488;MILK POWDER, FAT-FREE MILK, LACTOSE-FREE, 5 UG ADDED VITAMIN D;EN
31495;LINSEED OIL, FLAXSEED OIL;EN
31496;MILK POWDER, FAT-FREE MILK, 5 UG ADDED VITAMIN D;EN
31497;MILK POWDER, FAT-FREE MILK, LOW-LACTOSE;EN
31498;MILK POWDER, FAT-FREE MILK, LACTOSE-FREE;EN
31504;BLENDED SPREAD 70%;EN
31505;BLENDED SPREAD 75%, LACTOSE-FREE;EN
31506;BLENDED SPREAD 40%, LOW-LACTOSE;EN
31508;FAT BLEND 80%, COOKING LIQUID, AVERAGE;EN
31511;YOGHURT, FLAVOURED, 4% FAT, LACTOSE-FREE;EN
31518;ICE CREAM, YOGHURT BASED, 9% FAT;EN
31525;SOY PRODUCT, ALPRO NATURAL, SOURED, PLAIN, ADDED VITAMIN AND CALCIUM;EN
31530;BUTTER LACTOSE-FREE;EN
31532;FLOUR MIXTURE, NATURALLY GLUTEN-FREE, DARK;EN
31534;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK, WITH ADDED VITAMINS;EN
31536;FISH FINGERS, SALMON, FROZEN;EN
31537;PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE;EN
31538;APRICOT PUREE, UNSWEETENED, WITH ADDED VITAMIN C;EN
31539;BERRY PUREE, UNSWEETENED, ADDED VITAMIN C;EN
31544;FLOUR MIXTURE, NATURALLY GLUTEN-FREE;EN
31545;TOMATO KETCHUP, REDUCED SALT AND SUGAR;EN
31550;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK POWDER;EN
31552;GUAVA;EN
31553;MILK, 1.5% FAT, LACTOSE-FREE, WITHOUT ADDED VITAMIN D, ORGANIC;EN
31555;POMEGRANATE, WITHOUT SKIN;EN
31557;CHILI, GREEN, RAW;EN
31675;PASTA, SPAGHETTI, MACARONI, NATURALLY GLUTEN-FREE;EN
31677;PASTA, SPAGHETTI, NATURALLY GLUTEN-FREE, CONTAINS EGG;EN
31679;PASTA, RICH IN FIBER, NATURALLY GLUTEN-FREE;EN
31681;PSYLLIUM HUSKS;EN
31683;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH, WITH ADDED VITAMINS;EN
31692;FLOUR, BREADCRUMBS, NATURALLY GLUTEN-FREE;EN
31888;MILK, 0% FAT, VALIO PLUS, 2 UG ADDED VITAMIN D;EN
31891;MILK, 3.5% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D;EN
31894;MILK, COFFEE MILK 2% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;EN
31900;SOUR MILK, FAT-FREE, LACTOSE-FREE, 1 UG VITAMIN D;EN
31956;QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED;EN
31959;COOKING CREAM, CHEESE FLAVOUR, 10% FAT, LOW-LACTOSE;EN
31966;CREAM, VEGETABLE FAT, 26% FAT, FLORA;EN
31968;ICE CREAM, CREAM BASED, LACTOSE-FREE;EN
31969;ICE CREAM, CREAM BASED, LOW-LACTOSE;EN
31970;ICE CREAM WITH BISCUIT, CREAM BASED, PUFFET;EN
31971;ICE CREAM, LIGHT, 4,5% FAT;EN
31972;ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR STRACCIATELLA;EN
31990;ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR MASCARPONE;EN
31991;SORBET, RASPBERRY, INDUSTRIAL;EN
31994;SOY MILK FROZEN DESSERT, ICE CREAM CORNET, GLUTEN-FREE;EN
31996;RICE ICE CREAM;EN
31997;ICE CREAM, YOGHURT BASED, 4% FAT;EN
32000;ICE CREAM BAR, CREAM BASED, CARAMEL AND CHOCOLATE TOPPING;EN
32001;ICE CREAM, CREAM BASED, FLAVOURED, AINO CARAMEL;EN
32002;QUARK, FLAVOURED, 2.9% FAT;EN
32004;SOY PRODUCT, NON-DAIRY CREAM SUBSTITUTE,5.2% FAT;EN
32005;OAT PRODUCT, NON-DAIRY SUBSTITUTE FOR CREAM, 7% FAT;EN
32006;RICE PRODUCT, NON-DAIRY CREAM SUBSTITUTE, VEGETABLE FAT, 7% FAT;EN
32007;RICE DRINK, CALCIUM, VITAMIN D;EN
32008;SOYA DRINK, LIGHT, CALCIUM, VITAMINS, ALPRO;EN
32010;ICE CREAM WITH BISCUIT AND CHOCOLATE, CREAM BASED;EN
32084;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, 0.5 UG VITAMIN D;EN
32085;YOGHURT, FLAVOURED, 2% FAT, LOW-LACTOSE, A+, 1 UG VITAMIN D;EN
32088;YOGHURT, BULGARIAN, PLAIN, 3.5% FAT, 1 UG VITAMIN D;EN
32101;MAYONNAISE, CUCUMBER MAYONNAISE, HESBURGER;EN
32136;YOGHURT, PLAIN, ACTIVIA, 3.4% FAT;EN
32153;BEARNAISE SAUCE MIX, KNORR;EN
32163;BEARNAISE SAUCE MIX, CAMPBELL'S/BLÅ BAND;EN
32172;SOY PRODUCT, ALPRO, SOURED, 2% FAT, CALCIUM, VITAMINS;EN
32175;HOLLANDAISE SAUCE MIX;EN
32177;SALAD DRESSING, RAPESEED OIL, 15% FAT, LIGHT, THOUSAND ISLAND, FELIX;EN
32178;SALAD DRESSING, FRENCH DRESSING, RAPESEED OIL, 47% FAT, SAARIOINEN;EN
32179;SALAD DRESSING, RAPESEED OIL, 23% FAT, LIGHT, KARTANON, SAARIOINEN;EN
32182;BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER;EN
32189;CURD MILK, FLAVOURED, 2% FAT, 1 UG VITAMIN D;EN
32191;FRANKFURTER, CHICKEN, 15% FAT;EN
32197;FRANKFURTER, TURKEY, LIGHT, ATRIA;EN
32198;CHICKEN COLD CUTS, 2.2% FAT;EN
32201;YOGHURT, TURKISH/GREEK, 10% FAT;EN
32257;CHICKEN COLD CUTS, 2% FAT;EN
32301;MARGARINE 60%, FLORA, NORMALLY SALTED;EN
32308;MARGARINE 60%, FLORA, LACTOSE-FREE;EN
32341;MARGARINE 60%, FLORA, HIGH IN SALT;EN
32343;VEGETABLE FAT SPREAD 38%, BECEL LIGHT;EN
32344;VEGATABLE OIL PRODUCT 82%, FLORA CULINESSE, FLUID;EN
32348;VEGATABLE OIL PRODUCT 82%, BECEL, FLUID;EN
32350;VEGETABLE FAT SPREAD 38%, BECEL LIGHT OLIVE;EN
32354;MARGARINE 80%, KEIJU RYPSI, FLUID;EN
32357;DOUGHNUT ROASTING FAT 100%, SUNNUNTAI;EN
32360;MARGARINE 60%, BENECOL, LACTOSE-FREE;EN
32367;MUKSU SOY DRINK;EN
32381;BOLOGNESE GRAVY MIX, KNORR;EN
32385;COTTAGE CHEESE, 1.5% FAT;EN
32403;DIPMIX WITH MILK EXTRACTS;EN
32404;DIPMIX, MILK-FREE;EN
32407;SALAMI, LIGHT, 9% FAT;EN
32409;CRUMBED HAM, 3% FAT;EN
32416;BERRY DRINK, PROVIVA, AVERAGE, CONTAINS PROBIOTICS;EN
32417;FRUIT DRINK, PROVIVA, MANGO, CONTAINS PROBIOTICS;EN
32418;OAT PRODUCT, FERMENTED OAT, FLAVOURED, YOSA, AVERAGE, PROBIOTICS;EN
32431;MARGARINE 80%, SUNNUNTAI, FLUID, RAPESEED OIL;EN
32449;CEREAL BAR WITH YOGHURT;EN
32450;CEREAL BAR, WHOLEGRAIN MUESLI BAR;EN
32451;CEREAL BAR WITH BERRIES;EN
32452;CEREAL BAR WITH FRUITS;EN
32455;GRAPEFRUIT PINK/RED, WITHOUT SKIN;EN
32456;ARTICHOKE;EN
32464;NUT, BRAZIL NUT;EN
32480;SALAD DRESSING, RAPESEED OIL, 39% FAT, KARTANON, SAARIOINEN;EN
32482;SALAD DRESSING, RAPESEED OIL, 20% FAT, TALON, FELIX;EN
32483;SALAD DRESSING, RAPESEED OIL, 25% FAT, GREEK, FELIX;EN
32485;SALAD DRESSING, RAPESEED OIL, HONEY, MUSTARD, 36% FAT, FELIX;EN
32502;SOFT TOFFEE COVERED WITH MILK CHOCOLATE, DUMLE, FAZER;EN
32503;SWEET, CANDY, MILK CHOCOLATE PASTILLES, M&M'S, AMERIKAN PASTILLI;EN
32509;CHOCOLATE BAR, CARAMEL AND COOKIE, TWIX;EN
32540;MULLED WINE, NON-ALCOLOLIC;EN
32553;MARGARINE 80%, FLUID, AVERAGE;EN
32562;OAT PRODUCT, FERMENTED OAT, YOSA NATURELL;EN
32568;BLENDED SPREAD 75%, 10 UG VITAMIN D;EN
32570;4-GRAIN FLAKES, RIIHIKOSKEN VEHNÄMYLLY;EN
32598;YOGHURT, PLAIN, FAT-FREE;EN
32600;YOGHURT, DRINKABLE, DANONINO DINO, 1.6% FAT, 0.9 UG VITAMIN D;EN
32602;SAUSAGE, FRESH SAUSAGE, CHORIZO, SAARIOINEN;EN
32619;MEAL REPLACEMENT, SHAKE, NATURDIET;EN
32622;MEAL REPLACEMENT, SMOOTHIE, NATURDIET;EN
32623;MEAL REPLACEMENT, DRINK POWDER, NATURDIET;EN
32625;MEAL REPLACEMENT, CHOCOLATE BAR, NATURDIET;EN
32626;MEAL REPLACEMENT, CARAMEL BAR, NATURDIET;EN
32628;MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, EASY DIET;EN
32630;MEAL REPLACEMENT, SOUP POWDER, ASPARAGUS/FISH/CHICKEN/MUSHROOM, EASY DIET;EN
32632;MEAL REPLACEMENT, SOUP POWDER, TOMATO/TEXMEX/THAI, EASY DIET;EN
32636;MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, NUTRIFAST;EN
32638;MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER, ALLEVO;EN
32640;MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, ALLEVO;EN
32642;MEAL REPLACEMENT, SOUP POWDER, POTATO AND LEEK, ALLEVO;EN
32644;MEAL REPLACEMENT, SOUP POWDER, BROCCOLI, BASIL AND COUSCOUS, ALLEVO;EN
32646;MEAL REPLACEMENT, LOW CALORIE DRINK, ALLEVO;EN
32648;MEAL REPLACEMENT, SOUP POWDER, NUTRILETT;EN
32650;MEAL REPLACEMENT, HUNGER CONTROL, DRINK, NUTRILETT;EN
32651;MEAL REPLACEMENT, SHAKE, DRINK POWDER, NUTRILETT;EN
32653;MEAL REPLACEMENT, HOT AND COLD MOCCA, DRINK POWDER, NUTRILETT;EN
32656;MEAL REPLACEMENT, LOW CALORIE BAR, AVERAGE;EN
32657;MEAL REPLACEMENT, SOUP POWDER, AVERAGE;EN
32659;MEAL REPLACEMENT, MILK SHAKE, DRINK POWDER, AVERAGE;EN
32661;MEAL REPLACEMENT, SMOOTHIE, DRINK POWDER, AVERAGE;EN
32664;BLENDED SPREAD 75%, OIVARIINI, NORMALLY SALTED, LOW-LACTOSE;EN
32666;BLENDED SPREAD 75%, OIVARIINI, HEAVILY SALTED, LOW-LACTOSE;EN
32667;MEAL REPLACEMENT, PROTEIN DRINK POWDER, GNLD, 49% PROTEIN;EN
32669;BLENDED SPREAD 60%, OIVARIINI, LESS FAT, LOW-LACTOSE;EN
32670;BLENDED SPREAD 75%, OIVARIINI, LACTOSE FREE;EN
32672;BLENDED SPREAD 82%, INGMARIINI SEA SALT, LOW-LACTOSE;EN
32673;BLENDED SPREAD 75%, INGMARIINI, NORMALLY SALTED, LOW-LACTOSE;EN
32675;MEAL REPLACEMENT, PROTEIN DRINK POWDER, NUTRISHAKE, GNLD, 55% PROTEIN;EN
32676;BLENDED SPREAD 57%, INGMARIINI, LESS FAT, LOW-LACTOSE;EN
32678;SOYA PRODUCT, FEMISOYA;EN
32679;SOYA PRODUCT, FEMISOYA PLUS;EN
32680;SOYA PRODUCT, BERRYSOYA;EN
32694;PORK AND BEEF STEAK MINCE, 7% FAT;EN
32695;MILK CHOCOLATE CANDY WITH PEPPERMINT FLAVOUR, MARIANNE, FAZER;EN
32699;SUFFELI PUFFI SNACKS,PUFFED CORN AND CHOCOLATE FLAVORED COATING,VERY LOW GLUTEIN;EN
32700;CEREAL BAR WITH CHOCOLATE;EN
32701;SOFT ICE CREAM;EN
32702;SOY MILK FROZEN DESSERT, TOFULINE, VANILLA;EN
32703;CHOCOLATE NUT SPREAD;EN
32704;LEAN STEAK MINCE, 9% FAT;EN
32705;ICE CREAM, VEGETABLE FAT;EN
32708;WHIPPED CREAM SPRAY, INDUSTRIAL;EN
32709;MARGARINE 80%, COOKING MARGARINE, AVERAGE;EN
32710;COOKING CREAM, VEGETABLE FAT, 4% FAT, LOW-LACTOSE;EN
32716;COOKING CREAM, VEGETABLE FAT, 5% FAT, LOW-LACTOSE;EN
32717;BREAKFAST CEREAL, CORN FLAKES, GLUTEN-FREE, NO ADDED SUGAR, URTEKRAM;EN
32721;COOKING CREAM, VEGETABLE FAT, 7% FAT, LOW-LACTOSE;EN
32722;SAUSAGE, FRESH SAUSAGE, KABANOSSI, RAPESEED PORK, AVERAGE, HK;EN
32724;SAUSAGE, FRESH SAUSAGE, CHORIZO, HOME-MADE;EN
32731;NOODLE, WHOLE WHEAT;EN
32733;KINDER CHOCOLATE EGG;EN
32734;SOYA DRINK, SUGAR, CALCIUM, VITAMINS, ALPRO;EN
32737;SOUR MILK, ACIDOPHILUS BIFIDUS, 2.5% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
32739;CIDER, PEAR CIDER, ALCOHOL-FREE, 0.02% VOLUME, RAINBOW;EN
32740;BEER, ALCOHOL-FREE, 0.0% VOLUME;EN
32744;PLUM MARMALADE;EN
32745;ENERGY DRINK WITH ADDED VITAMINS, PARTIALLY ARTIFICIALLY SWEETENED;EN
32746;ENERGY DRINK WITH ADDED VITAMINS, ARTIFICIALLY SWEETENED;EN
32758;SOYA DRINK, ORGANIC, ALPRO;EN
32770;MINERAL WATER, NOVELLE PLUS, ADDED ZINC AND VITAMIN E, SWEETENED WITH FRUCTOSE;EN
32771;MINERAL WATER, NOVELLE PLUS, WITH ADDED CALCIUM;EN
32772;MINERAL WATER, NOVELLE PLUS, WITH ADDED VITAMIN C AND MAGNESIUM;EN
32773;MINERAL WATER, SWEETENED WITH FRUCTOSE, NOVELLE FRISS, AVERAGE;EN
32774;OAT DRINK WITHOUT MILK, NALLE CHOCOLATE, CALCIUM, VITAMIN D;EN
32778;SLICING SAUSAGE, LAUANTAI, 18% FAT;EN
32779;SLICING SAUSAGE, LAUANTAI, 19% FAT;EN
32783;OAT DRINK WITHOUT MILK, RAINBOW, CALCIUM, VITAMINS;EN
32784;SLICING SAUSAGE, LAUANTAI, LIGHT, 9% FAT, AVERAGE;EN
32786;SLICING SAUSAGE, LAUANTAI, 17% FAT;EN
32787;RICE DRINK, RICE DREAM CHOCOLATE, CALCIUM;EN
32790;RICE DRINK, RICE DREAM HAZELNUT AND ALMOND;EN
32795;BARBEQUE SAUSAGE, LIGHT, 7% FAT;EN
32796;BARBEQUE SAUSAGE, CONTAINS SOY PROTEIN, AVERAGE;EN
32800;RICE ICE CREAM, VANILLA-CHOCOLATE, R-ICE, INGMAN;EN
32802;RICE ICE CREAM, VANILLA, R-ICE, INGMAN;EN
32804;ICE CREAM, LIGHT, ARTIFICIALLY SWEETENED, VANILLA-STRAWBERRY, INGMAN;EN
32885;OAT DRINK WITHOUT MILK, NORDIC, CALCIUM, VITAMIN D;EN
32887;RICE DRINK, NORDIC, CALCIUM, VITAMIN D;EN
32892;FRUIT DRINK, HYVÄÄ PÄIVÄÄ, CRANBERRY, PARTIALLY ARTIFICIALLY SWEETENED;EN
32893;FRUIT DRINK, HYVÄÄ PÄIVÄÄ, CITRUS, PARTIALLY ARTIFICIALLY SWEETENED, VITAMINS;EN
32894;FRUIT DRINK, HYVÄÄ PÄIVÄÄ, SWEETENED WITH FRUCTOSE, WITH ADDED VITAMINS;EN
